"order_id","article","id","product_group","length","width","height","weight","sequence"
"17","traybake-00100011","00100011","confectionery","570","150","230","7.12","1"
"17","brioche-00105353","00105353","confectionery","500","230","220","4.43","2"
"17","cake-00102568","00102568","confectionery","390","270","210","8.0","3"
"17","cheese-00112505","00112505","dairy products","580","250","130","4.25","4"
"17","squid-00105972","00105972","seafood","350","200","260","4.25","5"
"17","squid-00105972","00105972","seafood","350","200","260","4.25","6"
"17","fruit-00109347","00109347","fruit","570","150","230","6.74","7"
"17","bread-00104045","00104045","bakery products","490","220","250","4.0","8"
"17","leg of lamb-00107512","00107512","red meat","590","200","200","8.25","9"
"17","leg of lamb-00107512","00107512","red meat","590","200","200","8.25","10"
"17","pizza w. tuna-00109548","00109548","pizza","300","210","230","5.27","11"
"17","croissant-00104607","00104607","bakery products","590","200","210","7.67","12"
"17","croissant-00104607","00104607","bakery products","590","200","210","7.67","13"
"17","vegetables-00103914","00103914","vegetables","330","190","290","4.91","14"
"17","vegetables-00103914","00103914","vegetables","330","190","290","4.91","15"
"17","vegetables-00103914","00103914","vegetables","330","190","290","4.91","16"
"17","pastry w. fruit-00106171","00106171","confectionery","380","270","310","10.65","17"
"17","cake-00112075","00112075","confectionery","400","260","270","2.5","18"
"17","sundae-00109053","00109053","ice cream","390","200","210","3.6","19"
"17","cookie-00108634","00108634","candy","490","260","150","4.61","20"
"17","layer cake-00102528","00102528","confectionery","490","270","210","10.14","21"
"17","pastry w. fruit-00106354","00106354","confectionery","560","230","240","7.37","22"
"17","biscuits-00109865","00109865","confectionery","530","330","140","7.34","23"
"17","popsicle-00108872","00108872","ice cream","530","210","210","6.45","24"
"17","layer cake-00102647","00102647","confectionery","570","190","260","9.8","25"
"17","croissant with sweet stuffing-00101311","00101311","confectionery","550","220","310","7.9","26"
"17","croissant with sweet stuffing-00101311","00101311","confectionery","550","220","310","7.9","27"
"17","cutlet-00105492","00105492","instant meals","400","200","270","8.25","28"
"17","cutlet-00105492","00105492","instant meals","400","200","270","8.25","29"
"17","fish stick-00105948","00105948","fish","270","160","190","2.92","30"
"17","fish stick-00105948","00105948","fish","270","160","190","2.92","31"
"17","sundae-00109068","00109068","ice cream","590","200","190","6.65","32"
"17","prezel-00107257","00107257","bakery products","540","230","260","10.06","33"
"17","sundae-00106909","00106909","ice cream","290","200","190","5.75","34"
"17","sundae-00106909","00106909","ice cream","290","200","190","5.75","35"
"17","sundae-00106909","00106909","ice cream","290","200","190","5.75","36"
"17","sundae-00106909","00106909","ice cream","290","200","190","5.75","37"
"17","leg of lamb-00107511","00107511","red meat","550","200","220","5.52","38"
"17","cake-00111025","00111025","confectionery","550","280","110","8.4","39"
"17","instant meal-00104572","00104572","instant meals","390","210","150","3.3","40"
"17","pastry w. vanilla stuffing-00109712","00109712","confectionery","590","190","220","7.1","41"
"17","pastry w. vanilla stuffing-00109712","00109712","confectionery","590","190","220","7.1","42"
"17","pastry w. vanilla stuffing-00112704","00112704","confectionery","560","170","240","4.49","43"
