"order_id","article","id","product_group","length","width","height","weight","sequence"
"10","roll-00103126","00103126","bakery products","594","293","394","9.2","1"
"10","roll-00103126","00103126","bakery products","594","293","394","9.2","2"
"10","roll-00103126","00103126","bakery products","594","293","394","9.2","3"
"10","roll-00103126","00103126","bakery products","594","293","394","9.2","4"
"10","roll-00103126","00103126","bakery products","594","293","394","9.2","5"
"10","bread-00109610","00109610","bakery products","580","260","330","8.026","6"
"10","rye bread roll-00110727","00110727","bakery products","590","390","290","7.192","7"
"10","roll-00112569","00112569","bakery products","586","386","277","7.126","8"
"10","croissant-00108003","00108003","bakery products","381","381","172","9.511","9"
"10","cheese-00104521","00104521","dairy products","285","225","198","8.84","10"
"10","fries-00100676","00100676","potatoe products","381","381","175","9.811","11"
"10","pizza w. mushrooms-00110003","00110003","pizza","603","403","188","10.478","12"
"10","pizza w. mushrooms-00110003","00110003","pizza","603","403","188","10.478","13"
"10","pizza w. mushrooms-00110003","00110003","pizza","603","403","188","10.478","14"
"10","vegetables-00104985","00104985","vegetables","400","350","235","7.74","15"
"10","snack-00108127","00108127","snack","398","298","253","7.724","16"
"10","bread-00106185","00106185","bakery products","583","388","164","6.9","17"
"10","bread-00106185","00106185","bakery products","583","388","164","6.9","18"
"10","bread-00106185","00106185","bakery products","583","388","164","6.9","19"
"10","brioche-00110565","00110565","confectionery","400","290","330","4.744","20"
"10","snack baguette-00104441","00104441","snack","400","350","235","4.78","21"
"10","herbs-00106518","00106518","herbs/spice","580","380","150","13.1","22"
