"order_id","article","id","product_group","length","width","height","weight","sequence"
"5","croissant-00101323","00101323","bakery products","585","390","220","5.936","1"
"5","baguette-00101162","00101162","bakery products","590","390","275","7.21","2"
"5","baguette-00101162","00101162","bakery products","590","390","275","7.21","3"
"5","roll-00100456","00100456","bakery products","580","390","260","9.387","4"
"5","rye bread roll-00110731","00110731","bakery products","590","395","295","9.8","5"
"5","cheese-00106593","00106593","dairy products","600","400","280","8.056","6"
"5","snack baguette-00104442","00104442","snack","590","380","230","6.36","7"
"5","pastry w. fruit-00104306","00104306","confectionery","595","400","300","9.8","8"
"5","shopping bag-00111449","00111449","non-food products","500","350","150","9.275","9"
"5","bread roll-00109198","00109198","bakery products","560","390","140","9.54","10"
"5","bread roll-00106669","00106669","bakery products","600","400","290","10.81","11"
"5","cutlet-00108825","00108825","instant meals","580","380","125","7.7","12"
"5","cheese-00106562","00106562","dairy products","400","300","360","8.745","13"
"5","bread roll-00110918","00110918","bakery products","590","395","295","9.4","14"
"5","roll-00101154","00101154","bakery products","590","390","280","6.529","15"
"5","roll-00101154","00101154","bakery products","590","390","280","6.529","16"
"5","roll-00101154","00101154","bakery products","590","390","280","6.529","17"
