"order_id","article","id","product_group","length","width","height","weight","sequence"
"4","rye bread roll-00110731","00110731","bakery products","590","395","295","9.8","1"
"4","roll-00111753","00111753","bakery products","590","395","295","6.614","2"
"4","donut-00102055","00102055","confectionery","585","395","265","7.208","3"
"4","cheese-00106562","00106562","dairy products","400","300","360","8.745","4"
"4","pastry w. raisin-00110569","00110569","confectionery","590","390","190","11.9","5"
"4","pastry w. raisin-00110569","00110569","confectionery","590","390","190","11.9","6"
"4","ciabatta-00107296","00107296","bakery products","595","400","300","8.586","7"
"4","roll-00101154","00101154","bakery products","590","390","280","6.529","8"
"4","roll-00101154","00101154","bakery products","590","390","280","6.529","9"
"4","bread roll-00106669","00106669","bakery products","600","400","290","10.81","10"
"4","bread roll-00106669","00106669","bakery products","600","400","290","10.81","11"
"4","pastry w. fruit-00104306","00104306","confectionery","595","400","300","9.8","12"
"4","roll-00104731","00104731","bakery products","590","400","290","10.0","13"
"4","baguette-00101167","00101167","bakery products","570","380","280","9.01","14"
"4","cutlet-00108825","00108825","instant meals","580","380","125","7.7","15"
"4","snack baguette-00104442","00104442","snack","590","380","230","6.36","16"
"4","snack baguette-00104442","00104442","snack","590","380","230","6.36","17"
