"order_id","article","id","product_group","length","width","height","weight","sequence"
"18","focaccia-00104520","00104520","snack","390","390","160","4.85","1"
"18","focaccia-00104520","00104520","snack","390","390","160","4.85","2"
"18","bread roll-00110459","00110459","bakery products","590","390","290","7.63","3"
"18","fruit-00105433","00105433","fruit","380","300","170","5.72","4"
"18","prezel-00107684","00107684","bakery products","390","285","330","8.11","5"
"18","baguette-00101398","00101398","bakery products","595","400","295","6.11","6"
"18","lye bread roll-00107754","00107754","bakery products","590","390","270","6.78","7"
"18","croissant-00101323","00101323","bakery products","585","390","220","5.936","8"
"18","croissant-00101323","00101323","bakery products","585","390","220","5.936","9"
"18","croissant-00101323","00101323","bakery products","585","390","220","5.936","10"
"18","croissant-00101323","00101323","bakery products","585","390","220","5.936","11"
"18","pizza w. multiple toppings-00110043","00110043","pizza","590","260","290","5.35","12"
"18","bread-00109731","00109731","bakery products","600","400","290","7.21","13"
"18","bread-00109731","00109731","bakery products","600","400","290","7.21","14"
"18","bread-00109731","00109731","bakery products","600","400","290","7.21","15"
"18","burger-00107657","00107657","instant meals","400","290","260","5.51","16"
"18","baguette-00101371","00101371","bakery products","400","300","230","6.36","17"
"18","donut-00108722","00108722","confectionery","370","325","195","10.494","18"
"18","bread roll-00106670","00106670","bakery products","600","400","260","6.996","19"
