"order_id","article","id","product_group","length","width","height","weight","sequence"
"15","vegetables-00103919","00103919","vegetables","570","250","210","8.0","1"
"15","chicken breast-00105504","00105504","poultry","540","270","260","10.09","2"
"15","bread-00105329","00105329","bakery products","540","270","260","9.85","3"
"15","rye bread roll-00102471","00102471","bakery products","530","270","220","9.53","4"
"15","rye bread roll-00102471","00102471","bakery products","530","270","220","9.53","5"
"15","croissant-00109025","00109025","bakery products","550","280","110","8.4","6"
"15","croissant-00109025","00109025","bakery products","550","280","110","8.4","7"
"15","pastry w. vanilla stuffing-00112211","00112211","confectionery","390","260","270","8.52","8"
"15","backing parchment-00101126","00101126","non-food products","400","160","160","7.67","9"
"15","backing parchment-00101126","00101126","non-food products","400","160","160","7.67","10"
"15","pastry w. vanilla stuffing-00102099","00102099","confectionery","290","210","210","5.5","11"
"15","pizza w. salami-00112548","00112548","pizza","400","200","260","6.58","12"
"15","layer cake-00102528","00102528","confectionery","490","270","210","10.14","13"
"15","layer cake-00102528","00102528","confectionery","490","270","210","10.14","14"
"15","dessert-00104636","00104636","candy","490","130","210","5.11","15"
"15","dessert-00104636","00104636","candy","490","130","210","5.11","16"
"15","dessert-00104636","00104636","candy","490","130","210","5.11","17"
"15","sundae-00109068","00109068","ice cream","590","200","190","6.65","18"
"15","vegetables-00105119","00105119","vegetables","400","270","280","9.59","19"
"15","vegetables-00105119","00105119","vegetables","400","270","280","9.59","20"
"15","pizza Margherita-00106036","00106036","pizza","370","200","270","7.85","21"
"15","pizza Margherita-00106036","00106036","pizza","370","200","270","7.85","22"
"15","dessert-00111899","00111899","candy","380","250","340","12.5","23"
"15","donut-00101969","00101969","confectionery","360","350","260","7.24","24"
"15","vegetables-00109095","00109095","vegetables","390","250","260","9.3","25"
"15","sundae-00106909","00106909","ice cream","290","200","190","5.75","26"
"15","instant meal-00104357","00104357","instant meals","470","290","140","8.58","27"
"15","croissant-00102348","00102348","bakery products","540","270","260","9.85","28"
"15","fruit-00106110","00106110","fruit","400","270","240","9.9","29"
"15","bread roll-00106708","00106708","bakery products","570","230","330","10.36","30"
"15","pastry w. fruit-00106171","00106171","confectionery","380","270","310","10.65","31"
"15","chicken leg-00105512","00105512","poultry","390","250","280","8.81","32"
"15","pastry w. chocolate-00109722","00109722","confectionery","540","270","260","10.69","33"
"15","muffin-00101974","00101974","candy","380","170","170","7.3","34"
"15","muffin-00101974","00101974","candy","380","170","170","7.3","35"
"15","bread roll w. sweet stuffing-00111305","00111305","confectionery","560","230","220","6.88","36"
"15","bread roll w. sweet stuffing-00111305","00111305","confectionery","560","230","220","6.88","37"
"15","cake-00111275","00111275","confectionery","570","210","180","8.52","38"
"15","donut-00108110","00108110","confectionery","380","250","240","10.65","39"
