"order_id","article","id","product_group","length","width","height","weight","sequence"
"3","vegetables-00103914","00103914","vegetables","330","190","290","4.91","1"
"3","layer cake-00111375","00111375","confectionery","430","350","190","7.34","2"
"3","side dish-00100653","00100653","side dish","560","230","230","7.62","3"
"3","side dish-00100653","00100653","side dish","560","230","230","7.62","4"
"3","instant meal-00106401","00106401","instant meals","560","170","200","4.71","5"
"3","instant meal-00106401","00106401","instant meals","560","170","200","4.71","6"
"3","cheese-00112504","00112504","dairy products","340","200","260","6.36","7"
"3","cheese-00112504","00112504","dairy products","340","200","260","6.36","8"
"3","cheese-00112504","00112504","dairy products","340","200","260","6.36","9"
"3","cheese-00112504","00112504","dairy products","340","200","260","6.36","10"
"3","croissant-00104607","00104607","bakery products","590","200","210","7.67","11"
"3","croissant-00104607","00104607","bakery products","590","200","210","7.67","12"
"3","piece of cake-00100763","00100763","confectionery","260","160","260","2.5300000000000002","13"
"3","piece of cake-00100763","00100763","confectionery","260","160","260","2.5300000000000002","14"
"3","popsicle-00108872","00108872","ice cream","530","210","210","6.45","15"
"3","cake-00100889","00100889","confectionery","460","160","240","4.37","16"
"3","muffin-00108181","00108181","candy","590","300","260","9.11","17"
"3","muffin-00108181","00108181","candy","590","300","260","9.11","18"
"3","bread-00104045","00104045","bakery products","490","220","250","4.0","19"
"3","pizza w. salami-00112510","00112510","pizza","600","190","160","5.53","20"
"3","leg of lamb-00107511","00107511","red meat","550","200","220","5.52","21"
"3","leg of lamb-00107511","00107511","red meat","550","200","220","5.52","22"
"3","leg of lamb-00107512","00107512","red meat","590","200","200","8.25","23"
"3","lamb fillet-00107490","00107490","red meat","600","200","220","5.0","24"
"3","pizza w. tuna-00109548","00109548","pizza","300","210","230","5.27","25"
"3","pastry w. vanilla stuffing-00112704","00112704","confectionery","560","170","240","4.49","26"
"3","cake-00105493","00105493","confectionery","590","200","280","7.55","27"
"3","burger-00109443","00109443","instant meals","260","200","260","2.91","28"
"3","burger-00109443","00109443","instant meals","260","200","260","2.91","29"
"3","brioche-00105353","00105353","confectionery","500","230","220","4.43","30"
"3","croissant with sweet stuffing-00101311","00101311","confectionery","550","220","310","7.9","31"
"3","prezel stick-00107782","00107782","bakery products","570","150","230","6.76","32"
"3","prezel stick-00107782","00107782","bakery products","570","150","230","6.76","33"
"3","pastry w. vanilla stuffing-00109712","00109712","confectionery","590","190","220","7.1","34"
"3","pastry w. vanilla stuffing-00109712","00109712","confectionery","590","190","220","7.1","35"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","36"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","37"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","38"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","39"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","40"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","41"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","42"
"3","fish stick-00105948","00105948","fish","270","160","190","2.92","43"
"3","fish stick-00105549","00105549","fish","260","160","260","2.29","44"
"3","fish stick-00105549","00105549","fish","260","160","260","2.29","45"
"3","traybake-00100011","00100011","confectionery","570","150","230","7.12","46"
