"order_id","article","id","product_group","length","width","height","weight","sequence"
"9","pizza w. salami-00110031","00110031","pizza","580","385","170","8.39","1"
"9","rye bread roll-00110728","00110728","bakery products","580","390","190","9.54","2"
"9","roll w. sunflower seed-00111554","00111554","bakery products","600","400","290","7.632","3"
"9","puff pastries-00102100","00102100","confectionery","595","295","200","7.63","4"
"9","puff pastries-00102272","00102272","confectionery","595","395","125","4.664","5"
"9","pastry w. fruit-00106170","00106170","confectionery","595","250","300","5.5120000000000005","6"
"9","roll-00106715","00106715","bakery products","590","395","295","9.33","7"
"9","fries-00103771","00103771","potatoe products","400","290","265","3.6","8"
"9","poppy-seed roll-00106193","00106193","bakery products","585","390","220","10.18","9"
"9","poppy-seed roll-00106193","00106193","bakery products","585","390","220","10.18","10"
"9","dessert-00112792","00112792","candy","390","290","290","11.66","11"
"9","pastry w. nut-00109275","00109275","confectionery","590","390","195","11.87","12"
"9","pastry w. nut-00109275","00109275","confectionery","590","390","195","11.87","13"
"9","pastry w. nut-00109275","00109275","confectionery","590","390","195","11.87","14"
"9","prezel-00102576","00102576","bakery products","590","390","265","9.28","15"
"9","snack-00104388","00104388","snack","400","290","250","3.02","16"
"9","croissant-00105406","00105406","bakery products","590","380","120","4.07","17"
"9","bread roll-00106456","00106456","bakery products","580","390","240","6.527","18"
"9","roll-00102779","00102779","bakery products","585","395","265","7.21","19"
"9","prezel-00104743","00104743","bakery products","590","390","290","6.16","20"
"9","bagel-00112882","00112882","bakery products","565","370","170","5.406","21"
"9","pizza w. spinach-00110096","00110096","pizza","395","295","315","7.63","22"
"9","bread roll-00100471","00100471","bakery products","590","390","290","6.16","23"
"9","prezel-00107708","00107708","bakery products","590","395","300","9.33","24"
"9","rye bread roll-00110881","00110881","bakery products","590","390","195","11.9","25"
"9","rye bread roll-00110881","00110881","bakery products","590","390","195","11.9","26"
"9","rye bread roll-00110881","00110881","bakery products","590","390","195","11.9","27"
